;tablename;column_name;datatype;nullable;pk;unique
576;AgLibraryKeyword;occurrences;NOT SPECIFIED;True;False;False
577;AgLibraryKeyword;popularity;NOT SPECIFIED;True;False;False
578;AgLibraryKeyword;tag;NOT SPECIFIED;True;False;True
579;AgLibraryKeyword;id_local;INTEGER;False;True;False
580;AgLibraryKeyword;keyword;INTEGER;True;False;False
581;AgLibraryKeyword;lc_name;NOT SPECIFIED;False;False;False
582;AgLibraryKeyword;name;NOT SPECIFIED;False;False;False
583;AgLibraryKeywordCooccurrence;id_local;INTEGER;False;True;False
584;AgLibraryKeywordCooccurrence;tag1;NOT SPECIFIED;True;False;False
585;AgLibraryKeywordCooccurrence;tag2;NOT SPECIFIED;True;False;False
586;AgLibraryKeywordCooccurrence;value;NOT SPECIFIED;True;False;False
587;AgLibraryKeywordFace;id_local;INTEGER;False;True;False
588;AgLibraryKeywordFace;face;INTEGER;True;False;False
589;AgLibraryKeywordFace;keyFace;INTEGER;False;False;False
590;AgLibraryKeywordFace;rankOrder;NOT SPECIFIED;False;False;False
591;AgLibraryKeywordFace;tag;INTEGER;True;False;False
592;AgLibraryKeywordFace;userPick;INTEGER;False;False;False
593;AgLibraryKeywordFace;userReject;INTEGER;False;False;False
594;AgLibraryKeywordImage;id_local;INTEGER;False;True;False
595;AgLibraryKeywordImage;image;INTEGER;True;False;False
596;AgLibraryKeywordImage;tag;INTEGER;True;False;False
597;AgLibraryKeywordPopularity;id_local;INTEGER;False;True;False
598;AgLibraryKeywordPopularity;occurrences;NOT SPECIFIED;True;False;False
599;AgLibraryKeywordPopularity;popularity;NOT SPECIFIED;True;False;False
600;AgLibraryKeywordPopularity;tag;NOT SPECIFIED;True;False;True
601;AgLibraryKeywordSynonym;id_local;INTEGER;False;True;False
602;AgLibraryKeywordSynonym;keyword;INTEGER;True;False;False
603;AgLibraryKeywordSynonym;lc_name;NOT SPECIFIED;False;False;False
604;AgLibraryKeywordSynonym;name;NOT SPECIFIED;False;False;False
605;AgLibraryOzCommentIds;ozCatalogId;NOT SPECIFIED;True;False;False
606;AgLibraryOzCommentIds;ozSpaceId;NOT SPECIFIED;True;False;False
607;AgLibraryOzCommentIds;ozAssetId;NOT SPECIFIED;True;False;False
608;AgLibraryOzCommentIds;ozCommentId;NOT SPECIFIED;True;False;False
609;AgLibraryOzCommentIds;timestamp;NOT SPECIFIED;True;False;False
610;AgLibraryOzFavoriteIds;ozCatalogId;NOT SPECIFIED;True;False;False
611;AgLibraryOzFavoriteIds;ozSpaceId;NOT SPECIFIED;True;False;False
612;AgLibraryOzFavoriteIds;ozAssetId;NOT SPECIFIED;True;False;False
613;AgLibraryOzFavoriteIds;ozFavoriteId;NOT SPECIFIED;True;False;False
614;AgLibraryOzFavoriteIds;timestamp;NOT SPECIFIED;True;False;False
615;AgLibraryOzFeedbackInfo;id_local;INTEGER;False;True;False
616;AgLibraryOzFeedbackInfo;image;NOT SPECIFIED;True;False;False
617;AgLibraryOzFeedbackInfo;lastFeedbackTime;NOT SPECIFIED;False;False;False
618;AgLibraryOzFeedbackInfo;lastReadTime;NOT SPECIFIED;False;False;False
619;AgLibraryOzFeedbackInfo;newCommentCount;NOT SPECIFIED;True;False;False
620;AgLibraryOzFeedbackInfo;newFavoriteCount;NOT SPECIFIED;True;False;False
621;AgLibraryOzFeedbackInfo;ozAssetId;NOT SPECIFIED;True;False;False
622;AgLibraryOzFeedbackInfo;ozCatalogId;NOT SPECIFIED;True;False;False
623;AgLibraryOzFeedbackInfo;ozSpaceId;NOT SPECIFIED;True;False;False
624;AgLibraryPublishedCollection;id_local;INTEGER;False;True;False
625;AgLibraryPublishedCollection;creationId;NOT SPECIFIED;True;False;False
626;AgLibraryPublishedCollection;genealogy;NOT SPECIFIED;True;False;False
627;AgLibraryPublishedCollection;imageCount;NOT SPECIFIED;False;False;False
628;AgLibraryPublishedCollection;isDefaultCollection;NOT SPECIFIED;False;False;False
629;AgLibraryPublishedCollection;name;NOT SPECIFIED;True;False;False
630;AgLibraryPublishedCollection;parent;INTEGER;False;False;False
631;AgLibraryPublishedCollection;publishedUrl;NOT SPECIFIED;False;False;False
632;AgLibraryPublishedCollection;remoteCollectionId;NOT SPECIFIED;False;False;False
633;AgLibraryPublishedCollection;systemOnly;NOT SPECIFIED;True;False;False
634;AgLibraryPublishedCollection;id_local;INTEGER;False;True;False
635;AgLibraryPublishedCollection;collection;INTEGER;True;False;False
636;AgLibraryPublishedCollection;content;NOT SPECIFIED;False;False;False
637;AgLibraryPublishedCollection;owningModule;NOT SPECIFIED;False;False;False
638;AgLibraryPublishedCollection;id_local;INTEGER;False;True;False
639;AgLibraryPublishedCollection;collection;INTEGER;True;False;False
640;AgLibraryPublishedCollection;image;INTEGER;True;False;False
641;AgLibraryPublishedCollection;pick;NOT SPECIFIED;True;False;False
642;AgLibraryPublishedCollection;positionInCollection;NOT SPECIFIED;False;False;False
643;AgLibraryPublishedCollection;id_local;INTEGER;False;True;False
644;AgLibraryPublishedCollection;id_global;NOT SPECIFIED;True;False;True
645;AgLibraryPublishedCollection;collection;INTEGER;True;False;False
646;AgLibraryPublishedCollection;label;NOT SPECIFIED;False;False;False
647;AgLibraryPublishedCollection;labelData;NOT SPECIFIED;False;False;False
648;AgLibraryPublishedCollection;labelGenerics;NOT SPECIFIED;False;False;False
649;AgLibraryPublishedCollection;labelType;NOT SPECIFIED;True;False;False
650;AgLibraryPublishedCollectionContent;id_local;INTEGER;False;True;False
651;AgLibraryPublishedCollectionContent;collection;INTEGER;True;False;False
652;AgLibraryPublishedCollectionContent;content;NOT SPECIFIED;False;False;False
653;AgLibraryPublishedCollectionContent;owningModule;NOT SPECIFIED;False;False;False
654;AgLibraryPublishedCollectionImage;id_local;INTEGER;False;True;False
655;AgLibraryPublishedCollectionImage;collection;INTEGER;True;False;False
656;AgLibraryPublishedCollectionImage;image;INTEGER;True;False;False
657;AgLibraryPublishedCollectionImage;pick;NOT SPECIFIED;True;False;False
658;AgLibraryPublishedCollectionImage;positionInCollection;NOT SPECIFIED;False;False;False
659;AgLibraryPublishedCollectionLabel;id_local;INTEGER;False;True;False
660;AgLibraryPublishedCollectionLabel;id_global;NOT SPECIFIED;True;False;True
661;AgLibraryPublishedCollectionLabel;collection;INTEGER;True;False;False
662;AgLibraryPublishedCollectionLabel;label;NOT SPECIFIED;False;False;False
663;AgLibraryPublishedCollectionLabel;labelData;NOT SPECIFIED;False;False;False
664;AgLibraryPublishedCollectionLabel;labelGenerics;NOT SPECIFIED;False;False;False
665;AgLibraryPublishedCollectionLabel;labelType;NOT SPECIFIED;True;False;False
666;AgLibraryRootFolder;id_local;INTEGER;False;True;False
667;AgLibraryRootFolder;id_global;NOT SPECIFIED;True;False;True
668;AgLibraryRootFolder;absolutePath;NOT SPECIFIED;True;False;True
669;AgLibraryRootFolder;name;NOT SPECIFIED;True;False;False
670;AgLibraryRootFolder;relativePathFromCatalog;NOT SPECIFIED;False;False;False
671;AgLibraryUpdatedImages;image;INTEGER;False;True;False
672;AgMetadataSearchIndex;id_local;INTEGER;False;True;False
673;AgMetadataSearchIndex;exifSearchIndex;NOT SPECIFIED;True;False;False
674;AgMetadataSearchIndex;image;INTEGER;False;False;False
675;AgMetadataSearchIndex;iptcSearchIndex;NOT SPECIFIED;True;False;False
676;AgMetadataSearchIndex;otherSearchIndex;NOT SPECIFIED;True;False;False
677;AgMetadataSearchIndex;searchIndex;NOT SPECIFIED;True;False;False
678;AgMRULists;id_local;INTEGER;False;True;False
679;AgMRULists;listID;NOT SPECIFIED;True;False;False
680;AgMRULists;timestamp;NOT SPECIFIED;True;False;False
681;AgMRULists;value;NOT SPECIFIED;True;False;False
682;AgOutputImageAsset;id_local;INTEGER;False;True;False
683;AgOutputImageAsset;assetId;NOT SPECIFIED;True;False;False
684;AgOutputImageAsset;collection;INTEGER;True;False;False
685;AgOutputImageAsset;image;INTEGER;True;False;False
686;AgOutputImageAsset;moduleId;NOT SPECIFIED;True;False;False
687;AgOzAuxBinaryMetadata;auxId;NOT SPECIFIED;True;False;False
688;AgOzAuxBinaryMetadata;ozAssetId;NOT SPECIFIED;True;False;False
689;AgOzAuxBinaryMetadata;ozCatalogId;NOT SPECIFIED;True;False;False
690;AgOzAuxBinaryMetadata;digest;NOT SPECIFIED;True;False;False
691;AgOzAuxBinaryMetadata;sha256;NOT SPECIFIED;True;False;False
692;AgOzAuxBinaryMetadata;fileSize;NOT SPECIFIED;False;False;False
693;AgOzAuxBinaryMetadata;type;NOT SPECIFIED;True;False;False
694;AgOzCorruptedAuxIds;auxId;NOT SPECIFIED;True;False;False
695;AgOzCorruptedAuxIds;ozAssetId;NOT SPECIFIED;True;False;False
696;AgOzCorruptedAuxIds;ozCatalogId;NOT SPECIFIED;True;False;False
697;AgOzSpaceAlbumIds;ozCatalogId;NOT SPECIFIED;True;False;False
698;AgOzSpaceAlbumIds;ozAlbumId;NOT SPECIFIED;True;False;False
699;AgOzSpaceAlbumIds;ozSpaceId;NOT SPECIFIED;True;False;False
700;AgOzSpaceAlbumIds;ozSpaceAlbumId;NOT SPECIFIED;True;False;False
701;AgOzSpaceIds;ozCatalogId;NOT SPECIFIED;True;False;False
702;AgOzSpaceIds;ozSpaceId;NOT SPECIFIED;True;False;False
703;AgPendingOzAlbumAssetIds;ozCatalogId;NOT SPECIFIED;True;False;False
704;AgPendingOzAlbumAssetIds;ozAlbumAssetId;NOT SPECIFIED;True;False;False
705;AgPendingOzAlbumAssetIds;ozAssetId;NOT SPECIFIED;True;False;False
706;AgPendingOzAlbumAssetIds;ozAlbumId;NOT SPECIFIED;True;False;False
707;AgPendingOzAlbumAssetIds;ozSortOrder;NOT SPECIFIED;False;False;False
708;AgPendingOzAlbumAssetIds;ozIsCover;NOT SPECIFIED;False;False;False
709;AgPendingOzAssetBinaryDownloads;ozAssetId;NOT SPECIFIED;True;False;False
710;AgPendingOzAssetBinaryDownloads;ozCatalogId;NOT SPECIFIED;True;False;False
711;AgPendingOzAssetBinaryDownloads;whenQueued;NOT SPECIFIED;True;False;False
712;AgPendingOzAssetBinaryDownloads;path;NOT SPECIFIED;True;False;False
713;AgPendingOzAssetBinaryDownloads;state;NOT SPECIFIED;False;False;False
714;AgPendingOzAssetDevelopSettings;ozAssetId;NOT SPECIFIED;True;False;False
715;AgPendingOzAssetDevelopSettings;ozCatalogId;NOT SPECIFIED;True;False;False
716;AgPendingOzAssetDevelopSettings;payloadHash;NOT SPECIFIED;True;False;False
717;AgPendingOzAssetDevelopSettings;developUserUpdated;NOT SPECIFIED;False;False;False
718;AgPendingOzAssets;ozAssetId;NOT SPECIFIED;True;False;False
719;AgPendingOzAssets;ozCatalogId;NOT SPECIFIED;True;False;False
720;AgPendingOzAssets;state;NOT SPECIFIED;False;False;False
721;AgPendingOzAssets;path;NOT SPECIFIED;True;False;False
722;AgPendingOzAssets;payload;NOT SPECIFIED;True;False;False
723;AgPendingOzAuxBinaryDownloads;auxId;NOT SPECIFIED;True;False;False
724;AgPendingOzAuxBinaryDownloads;ozAssetId;NOT SPECIFIED;True;False;False
725;AgPendingOzAuxBinaryDownloads;ozCatalogId;NOT SPECIFIED;True;False;False
726;AgPendingOzAuxBinaryDownloads;payloadHash;NOT SPECIFIED;True;False;False
727;AgPendingOzAuxBinaryDownloads;whenQueued;NOT SPECIFIED;True;False;False
728;AgPendingOzAuxBinaryDownloads;state;NOT SPECIFIED;True;False;False
729;AgPhotoComment;id_local;INTEGER;False;True;False
730;AgPhotoComment;id_global;NOT SPECIFIED;True;False;True
731;AgPhotoComment;comment;NOT SPECIFIED;False;False;False
732;AgPhotoComment;commentRealname;NOT SPECIFIED;False;False;False
733;AgPhotoComment;commentUsername;NOT SPECIFIED;False;False;False
734;AgPhotoComment;dateCreated;NOT SPECIFIED;False;False;False
735;AgPhotoComment;photo;INTEGER;True;False;False
736;AgPhotoComment;remoteId;NOT SPECIFIED;True;False;False
737;AgPhotoComment;remotePhoto;INTEGER;False;False;False
738;AgPhotoComment;url;NOT SPECIFIED;False;False;False
739;AgPhotoProperty;id_local;INTEGER;False;True;False
740;AgPhotoProperty;id_global;NOT SPECIFIED;True;False;True
741;AgPhotoProperty;dataType;NOT SPECIFIED;False;False;False
742;AgPhotoProperty;internalValue;NOT SPECIFIED;False;False;False
743;AgPhotoProperty;photo;INTEGER;True;False;False
744;AgPhotoProperty;propertySpec;INTEGER;True;False;False
745;AgPhotoProperty;id_local;INTEGER;False;True;False
746;AgPhotoProperty;id_global;NOT SPECIFIED;True;False;True
747;AgPhotoProperty;arrayIndex;NOT SPECIFIED;True;False;False
748;AgPhotoProperty;dataType;NOT SPECIFIED;False;False;False
749;AgPhotoProperty;internalValue;NOT SPECIFIED;False;False;False
750;AgPhotoProperty;photo;INTEGER;True;False;False
751;AgPhotoProperty;propertySpec;INTEGER;True;False;False
752;AgPhotoProperty;id_local;INTEGER;False;True;False
753;AgPhotoProperty;id_global;NOT SPECIFIED;True;False;True
754;AgPhotoProperty;flattenedAttributes;NOT SPECIFIED;False;False;False
755;AgPhotoProperty;key;NOT SPECIFIED;True;False;False
756;AgPhotoProperty;pluginVersion;NOT SPECIFIED;True;False;False
757;AgPhotoProperty;sourcePlugin;NOT SPECIFIED;True;False;False
758;AgPhotoProperty;userVisibleName;NOT SPECIFIED;False;False;False
759;AgPhotoPropertyArrayElement;id_local;INTEGER;False;True;False
760;AgPhotoPropertyArrayElement;id_global;NOT SPECIFIED;True;False;True
761;AgPhotoPropertyArrayElement;arrayIndex;NOT SPECIFIED;True;False;False
762;AgPhotoPropertyArrayElement;dataType;NOT SPECIFIED;False;False;False
763;AgPhotoPropertyArrayElement;internalValue;NOT SPECIFIED;False;False;False
764;AgPhotoPropertyArrayElement;photo;INTEGER;True;False;False
765;AgPhotoPropertyArrayElement;propertySpec;INTEGER;True;False;False
766;AgPhotoPropertySpec;id_local;INTEGER;False;True;False
767;AgPhotoPropertySpec;id_global;NOT SPECIFIED;True;False;True
768;AgPhotoPropertySpec;flattenedAttributes;NOT SPECIFIED;False;False;False
769;AgPhotoPropertySpec;key;NOT SPECIFIED;True;False;False
770;AgPhotoPropertySpec;pluginVersion;NOT SPECIFIED;True;False;False
771;AgPhotoPropertySpec;sourcePlugin;NOT SPECIFIED;True;False;False
772;AgPhotoPropertySpec;userVisibleName;NOT SPECIFIED;False;False;False
773;AgPublishListenerWorklist;id_local;INTEGER;False;True;False
774;AgPublishListenerWorklist;taskID;NOT SPECIFIED;True;False;True
775;AgPublishListenerWorklist;taskStatus;NOT SPECIFIED;True;False;False
776;AgPublishListenerWorklist;whenPosted;NOT SPECIFIED;True;False;False
777;AgRemotePhoto;id_local;INTEGER;False;True;False
778;AgRemotePhoto;id_global;NOT SPECIFIED;True;False;True
779;AgRemotePhoto;collection;INTEGER;True;False;False
780;AgRemotePhoto;commentCount;NOT SPECIFIED;False;False;False
781;AgRemotePhoto;developSettingsDigest;NOT SPECIFIED;False;False;False
782;AgRemotePhoto;fileContentsHash;NOT SPECIFIED;False;False;False
783;AgRemotePhoto;fileModTimestamp;NOT SPECIFIED;False;False;False
784;AgRemotePhoto;metadataDigest;NOT SPECIFIED;False;False;False
785;AgRemotePhoto;mostRecentCommentTime;NOT SPECIFIED;False;False;False
786;AgRemotePhoto;orientation;NOT SPECIFIED;False;False;False
787;AgRemotePhoto;photo;INTEGER;True;False;False
788;AgRemotePhoto;photoNeedsUpdating;NOT SPECIFIED;False;False;False
789;AgRemotePhoto;publishCount;NOT SPECIFIED;False;False;False
790;AgRemotePhoto;remoteId;NOT SPECIFIED;False;False;False
791;AgRemotePhoto;serviceAggregateRating;NOT SPECIFIED;False;False;False
792;AgRemotePhoto;url;NOT SPECIFIED;False;False;False
793;AgSearchablePhotoProperty;id_local;INTEGER;False;True;False
794;AgSearchablePhotoProperty;id_global;NOT SPECIFIED;True;False;True
795;AgSearchablePhotoProperty;dataType;NOT SPECIFIED;False;False;False
796;AgSearchablePhotoProperty;internalValue;NOT SPECIFIED;False;False;False
797;AgSearchablePhotoProperty;lc_idx_internalValue;NOT SPECIFIED;False;False;False
798;AgSearchablePhotoProperty;photo;INTEGER;True;False;False
799;AgSearchablePhotoProperty;propertySpec;INTEGER;True;False;False
800;AgSearchablePhotoProperty;id_local;INTEGER;False;True;False
801;AgSearchablePhotoProperty;id_global;NOT SPECIFIED;True;False;True
802;AgSearchablePhotoProperty;arrayIndex;NOT SPECIFIED;True;False;False
803;AgSearchablePhotoProperty;dataType;NOT SPECIFIED;False;False;False
804;AgSearchablePhotoProperty;internalValue;NOT SPECIFIED;False;False;False
805;AgSearchablePhotoProperty;lc_idx_internalValue;NOT SPECIFIED;False;False;False
806;AgSearchablePhotoProperty;photo;INTEGER;True;False;False
807;AgSearchablePhotoProperty;propertySpec;INTEGER;True;False;False
808;AgSearchablePhotoPropertyArrayElement;id_local;INTEGER;False;True;False
809;AgSearchablePhotoPropertyArrayElement;id_global;NOT SPECIFIED;True;False;True
810;AgSearchablePhotoPropertyArrayElement;arrayIndex;NOT SPECIFIED;True;False;False
811;AgSearchablePhotoPropertyArrayElement;dataType;NOT SPECIFIED;False;False;False
812;AgSearchablePhotoPropertyArrayElement;internalValue;NOT SPECIFIED;False;False;False
813;AgSearchablePhotoPropertyArrayElement;lc_idx_internalValue;NOT SPECIFIED;False;False;False
814;AgSearchablePhotoPropertyArrayElement;photo;INTEGER;True;False;False
815;AgSearchablePhotoPropertyArrayElement;propertySpec;INTEGER;True;False;False
816;AgSourceColorProfileConstants;id_local;INTEGER;False;True;False
817;AgSourceColorProfileConstants;image;INTEGER;True;False;False
818;AgSourceColorProfileConstants;profileName;NOT SPECIFIED;True;False;False
819;AgSpecialSourceContent;id_local;INTEGER;False;True;False
820;AgSpecialSourceContent;content;NOT SPECIFIED;False;False;False
821;AgSpecialSourceContent;owningModule;NOT SPECIFIED;False;False;False
822;AgSpecialSourceContent;source;NOT SPECIFIED;True;False;False
823;AgTempImages;image;INTEGER;False;True;False
824;AgUnsupportedOzAssets;id_local;INTEGER;False;True;False
825;AgUnsupportedOzAssets;ozAssetId;NOT SPECIFIED;True;False;False
826;AgUnsupportedOzAssets;ozCatalogId;NOT SPECIFIED;True;False;False
827;AgUnsupportedOzAssets;path;NOT SPECIFIED;True;False;False
828;AgUnsupportedOzAssets;type;NOT SPECIFIED;True;False;False
829;AgUnsupportedOzAssets;payload;NOT SPECIFIED;True;False;False
830;AgVideoInfo;id_local;INTEGER;False;True;False
831;AgVideoInfo;duration;NOT SPECIFIED;False;False;False
832;AgVideoInfo;frame_rate;NOT SPECIFIED;False;False;False
833;AgVideoInfo;has_audio;INTEGER;True;False;False
834;AgVideoInfo;has_video;INTEGER;True;False;False
835;AgVideoInfo;image;INTEGER;True;False;False
836;AgVideoInfo;poster_frame;NOT SPECIFIED;True;False;False
837;AgVideoInfo;poster_frame_set_by_user;INTEGER;True;False;False
838;AgVideoInfo;trim_end;NOT SPECIFIED;True;False;False
839;AgVideoInfo;trim_start;NOT SPECIFIED;True;False;False
840;LrMobileSyncChangeCounter;id;NOT SPECIFIED;False;True;False
841;LrMobileSyncChangeCounter;changeCounter;NOT SPECIFIED;True;False;False
842;MigratedCollectionImages;ozAlbumId;NOT SPECIFIED;True;False;False
843;MigratedCollectionImages;ozAlbumAssetId;NOT SPECIFIED;True;False;False
844;MigratedCollectionImages;ozCatalogId;NOT SPECIFIED;True;False;False
845;MigratedCollectionImages;localCollectionId;INTEGER;True;False;False
846;MigratedCollectionImages;localCollectionImageId;INTEGER;True;False;False
847;MigratedCollectionImages;UNIQUE;NOT SPECIFIED;False;False;True
848;MigratedCollections;ozAlbumId;NOT SPECIFIED;True;False;False
849;MigratedCollections;ozCatalogId;NOT SPECIFIED;True;False;False
850;MigratedCollections;ozName;NOT SPECIFIED;True;False;False
851;MigratedCollections;localId;INTEGER;True;False;False
852;MigratedCollections;UNIQUE;NOT SPECIFIED;False;False;True
853;MigratedImages;ozAssetId;NOT SPECIFIED;True;False;False
854;MigratedImages;ozCatalogId;NOT SPECIFIED;True;False;False
855;MigratedImages;localId;INTEGER;True;False;False
856;MigratedImages;UNIQUE;NOT SPECIFIED;False;False;True
857;MigratedInfo;ozCatalogId;TEXT;False;True;False
858;MigratedInfo;migrationStatus;NOT SPECIFIED;True;False;False
859;MigratedInfo;timestamp;NOT SPECIFIED;True;False;False
860;MigrationSchemaVersion;version;TEXT;False;True;False
